...1,name,category,review.point,price,currency,description,log_price,ABV,Age_of_Whisky,Distillery,Location,Region,Founded,Owner,Age_of_Distillery
1422,"gordon & macphail single cask #12274 (distilled at ardmore) 1990 vintage, 56.4% abv",Single Malt Scotch,85,65,$,"Ardmore whiskies I’ve enjoyed in the past have been soothingly malty. Many have also been recognizably smoky, which is rare for a Speyside whisky. This one, aged in a first fill bourbon barrel, is true to its roots. It is a clean whisky, with a creamy, soothing maltiness throughout. The palate is entertained by notes of vanilla and honey, with anise, white pepper and a teasing smokiness. The thick maltiness and soft smokiness linger long on the finish. A very underrated whisky. 
",4.174387269895637,56.4,NA,ardmore,Kennethmont,Highland,1898,Beam Suntory,126
2131,"gordon & macphail single cask #1535 (distilled at rosebank) 1991 vintage, 59.2% abv",Single Malt Scotch,80,80,$,"A very traditional Rosebank-aged in a refill hogshead and bottled fairly young (12 years old). Rosebank is one of the better, yet lesser known Lowland single malts. Since the distillery was closed down in 1993, it will continue being unfamiliar to most, and finding young Rosebanks like this one will become increasingly more difficult. Here’s one at cask strength. The whisky turns very cloudy with the addition of water due to lack of chill filtering, but the additional water brings out the whisky’s subtle aromas and flavors-fresh cut grass, hay, delicate fruit, and a gentle malty sweetness. Ironically, I actually enjoyed some of the recent young G&M Rosebanks bottled at 40% ABV better than this one-their flavors were cleaner, brighter, and more refined. Still, this is a fair representation of the Lowland style. 
",4.382026634673881,59.2,NA,rosebank,Falkirk,Lowland,1798,Ian Macleod Distillers,226
1649,"gordon & macphail single cask #1961 (distilled at bruichladdich) 1989 vintage, 57.9% abv",Single Malt Scotch,84,65,$,"It is unusual to find a Bruichladdich whisky with this much sherry influence-this one is aged in a refill sherry hogshead. I must admit that I generally like a less sherried Bruichladdich-it makes it easier to appreciate the distillery's subtle complexities. While there certainly is more than enough sherry to go around in this whisky, the distillery character does manage to fight its way through. This whisky's strong point is that the sherry influence is clean and not insipid like some sherried whiskies. Chewy caramel, toffee, and ripe fruit notes are most evident in this whisky, with Bruichladdich's signature-an appetizing fresh briny character-emerging midway on the palate through to the finish. If you like Bruichladdich and you appreciate a cleanly sherried whisky, then I think you'll enjoy this one.",4.174387269895637,57.9,NA,bruichladdich,Rhinns of Islay,Islay,1881,Rémy Cointreau,143
1948,"gordon & macphail single cask #5054 (distilled at glen grant) 1990 vintage, 56.0% abv",Single Malt Scotch,82,65,$,"Here’s a whisky not seen very often in the U.S. When it is seen, it’s from one of the independent bottlers. I have always felt that younger Glen Grant whiskies make a nice introduction to the single malt category-especially for a blend drinker trading up. The whisky is usually light to medium in body and uncomplicated-with no harsh edges to be particularly offensive. And so it is with this whisky. A soft, cereal grain maltiness marries nicely with floral, delicately fruity notes throughout. Gentle, dry but malty finish, with suggestions of shortbread cookies and vanilla. A nice representation of a younger Glen Grant. The flavors are clean and tight. 
",4.174387269895637,56,NA,glen grant,Rothes,Speyside,1840,Campari,184
1275,"gordon & macphail, 'smith's glenlivet', 21 year old, 43%",Single Malt Scotch,86,125,$,"Well-rounded and pleasingly sweet, with ripe red strawberries, raspberry, tropical fruit, graham cracker, white chocolate, and anise, all on a bed of toffee. Some charred oak on the finish. This whisky has a gentle, soothing persona which I think most people will enjoy (me included). 
",4.8283137373023015,43,21,glenlivet,Ballindalloch,Speyside,1824,Chivas Brothers,200
1643,"hart brothers (distilled at bowmore) 11 year old, 55.5%",Single Malt Scotch,84,78,$,"There have been some legendary Hart Brothers bottlings of Bowmore (the 1966 bottled in ’74 is a classic) so this has a lot to live up to. The nose is creamy and discreet, but Bowmore is less about charging out wreathed in smoke and more a dram where peat is part of the totality. Here you get seashells and low-tide aromas, along with green banana. The palate is gently smoked with light barley, cool melon. An afternoon dram. £50",4.356708826689592,55.5,11,bowmore,Bowmore,Islay,1779,Beam Suntory,245
376,"hart brothers (distilled at glen grant) 22 year old, 51.1%",Single Malt Scotch,91,103,$,"A welcome return for Hart Brothers. This Glen Grant is light, clean, and penetrating, with lots of gooseberry, melon, basil, and cut grass. This turns into an intriguing note of concentrated fruits; think yellow wine gums and fresh William pear. The palate has classic Glen Grant purity, with a hint of tropical fruits. Water adds another graceful layer on top, making the effect more like a rose garden…one which you keep returning to. Excellent. £66",4.634728988229636,51.1,22,glen grant,Rothes,Speyside,1840,Campari,184
1822,"hart brothers (distilled at glen grant), 29 year old, 1972 vintage, 53.6%",Single Malt Scotch,83,160,$,"Like many older Glen Grant offerings, this one is from a sherry cask. The sherry, and the long oak aging, transforms what is normally a light and easy drinking whisky to a more serious affair. Ripe, heavy fruit dominate the palate-the sherry is very evident here, but it is not cloying. It’s quite nutty too, along with polished oak and toffee. The oak balances the sherry notes very nicely, and the whisky is clean and uncomplicated throughout, all the way through to its finish. 
",5.075173815233827,53.6,29,glen grant,Rothes,Speyside,1840,Campari,184
2044,"hart brothers (distilled at glenturret), 10 year old, 1991 vintage, 53.6% abv",Single Malt Scotch,81,63,$,"Very fragrant and floral, with bright notes of citrus (lemons, orange) and fresh grass. Similar on the palate, with additional notes of soft honeyed malt and vanilla. Clean, fresh, appetizing finish. A nice aperitif or, better yet, a liquid sorbet between courses. 
",4.143134726391533,53.6,10,glenturret,Crieff,Highland,1763,Lalique Group,261
1292,"hart brothers (distilled at inchgower), 26 year old, 1976 vintage, 49.9%",Single Malt Scotch,86,140,$,"A coastal Speysider, and this is evident in many of the Inchgower bottlings, including this one. This is quite a fruity dram, with notes of tangerine, lemon, and kiwi. Soft vanilla, coconut, and honey play in the mix, with a lingering salty/seaweed tang on the palate for intrigue. Very clean, light, and surprisingly reserved in oak notes, considering its age. 
",4.941642422609304,49.9,26,inchgower,Buckie,Speyside,1871,Diageo,153
343,"hart brothers (distilled at laphroaig), 1990 vintage, 18 year old, 46%",Single Malt Scotch,91,135,$,"Bottled at 46% and not chill-filtered. Smart move! It really helps this whisky. This is a soft — almost elegant — Laphroaig (if that’s not an oxymoron). Very clean, with honeyed malt, ripe barley, brine, seaweed, and peat smoke, with just a teasing of the medicinal, band-aid notes that Laphroaig is known for. The owner-bottled 18 year old, which I rated a 90, is darker and drier, with more oak on the finish. I like this Hart Brothers expression just a little better.",4.90527477843843,46,18,laphroaig,Port Ellen,Islay,1815,Beam Suntory,209
1773,"hepburn’s choice (distilled at blair athol) 12 year old, 46%",Single Malt Scotch,84,56,$,"This single cask bottling from Langside Distillers was aged in a sherry butt and bottled in 2015. Candied orange peel on the early nose, soft sweet sherry, and glacé cherries. Fragrant, with milk chocolate-coated Turkish Delight. Sweet, spicy sherry, plus pepper and cinnamon on the uncomplicated palate. Fruity spices in the medium-length finish. (222 bottles, Robertsons of Pitlochry exclusive) £45",4.02535169073515,46,12,blair athol,Pitlochry,Highland,1798,Diageo,226
482,"highland park 12 year old, 40%",Single Malt Scotch,90,46,$,"Highland Park 12 Year Old boasts individuality and complexity, thanks in part to the use of Orcadian peat in the distillery floor maltings and the employment of ex-sherry casks for maturation. The nose is fragrant and floral, with hints of heather and some spice. Smooth and honeyed on the palate, with citrus fruits, malt, and distinctive tones of wood smoke in the warm, lengthy, slightly peaty finish.",3.828641396489095,40,12,highland park,Kirkwall,Island,1798,Edrington,226
481,"highland park 15 year old, 43%",Single Malt Scotch,90,60,$,"A new expression due out in March, positioned between the 12 and 18 year old versions. A fresh and enormously drinkable whisky; very silky, with honeyed malt, delicate citrus and berry fruit, floral notes (heather and lavender), and a hint of cocoa and sea spray. 
",4.0943445622221,43,15,highland park,Kirkwall,Island,1798,Edrington,226
68,"highland park 18 year old, 43%",Single Malt Scotch,94,112,$,"Introduced to the Highland Park portfolio in 1997. Gentle peat, soft toffee, floral notes, and honey on the beautifully fragrant nose.  Superbly balanced on the velvety palate, with brittle toffee, stewed fruits, peat, honey, and a hint of coffee. Smoke and more toffee mingle in the long, elegant finish.",4.718498871295094,43,18,highland park,Kirkwall,Island,1798,Edrington,226
222,"highland park 1971 vintage, 46.7%",Single Malt Scotch,92,3700,$,"One of two recent vintage releases, this 1971 example has been matured in seventeen Spanish oak casks, that yielded a total of 657 bottles. Sweet on the nose, with maple syrup, almonds, and sherry. Soft and insinuating. Becoming progressively smokier. Bold fruit and peat notes on the palate, plus oak, cloves, and dark chocolate notes. Peppery in the long finish, with subtle tannins and persistent citrus fruits.",8.216088098632316,46.7,NA,highland park,Kirkwall,Island,1798,Edrington,226
670,"highland park 1976 vintage, 49.1%",Single Malt Scotch,89,2880,$,"This is a recent addition to the portfolio, and has been matured in a mixture of thirteen American oak butts and hogsheads. These have given an out-turn of 893 bottles. Freshly-grated ginger, white pepper, and melons on the nose. Soft fruit and spices feature on the palate, with honey and coconut oil, plus background peat smoke. Lively spices, soft oak, and hazelnuts in the finish.",7.965545573129992,49.1,NA,highland park,Kirkwall,Island,1798,Edrington,226
65,"highland park 30 year old, 48.1%",Single Malt Scotch,94,350,$,"An exemplary Highland Park. There's certainly plenty of sherry influence in this whisky and it is complementary. (About 2/3 of the whisky was aged on sherry casks, and a lot of these casks were second fill.) The whisky enjoys a delicious foundation of toffee, fruit (lemon, plum, blueberries) and dark chocolate. It continues to develop and evolve on the palate, with emerging notes of heather, nougat, lavender, delicate peat and complex dried spice (especially cinnamon and nutmeg) to balance the sweeter notes. The extra alcohol is also a bonus, providing a drying balance to the whisky's sweetness. Whiskies like this one remind me why I fell in love with whisky in the first place.",5.857933154483459,48.1,30,highland park,Kirkwall,Island,1798,Edrington,226
1842,"highland park ambassador's choice 10 year old, 46%",Single Malt Scotch,83,90,$,"Originally exclusive to the Swedish market, this expression was selected by Highland Park’s Danish brand ambassador Martin Markvardsen. Matured in a combination of 70% bourbon barrels and 30% oloroso sherry casks. Waxy and malty on the early nose, with fresh earth, damp moss, vanilla, and honey. Gentle peat on the palate, more earthy notes; herbal, with lime and salt. The finish is quite short, showing apricots, slight peatiness, allspice.",4.499809670330265,46,10,highland park,Kirkwall,Island,1798,Edrington,226
